country,Year,Hydro_consumption,Hydro_generation ,Hydro_diffrence
Kazakhstan,2002,8.8895429,8.89,0.0004571
Kazakhstan,2003,8.6245404,8.62,-0.0045404
Kazakhstan,2004,8.056666,8.06,0.003334
Kazakhstan,2005,7.8559697,7.86,0.0040303
Kazakhstan,2006,7.7680697,7.77,0.0019303
Kazakhstan,2007,8.1714064,8.17,-0.0014064
Kazakhstan,2008,7.4598288,7.46,0.0001712
Kazakhstan,2009,6.8791045,6.88,0.0008955
Kazakhstan,2010,8.022023,8.02,-0.002023
Kazakhstan,2011,7.8833227,7.88,-0.0033227
Kazakhstan,2012,7.6372659,7.64,0.0027341
Kazakhstan,2013,7.7307629,7.73,-0.0007629
Kazakhstan,2014,8.2628309,8.26,-0.0028309
Kazakhstan,2015,9.2691904,9.27,0.0008096
Kazakhstan,2016,11.6207639,11.62,-0.0007639
Kazakhstan,2017,11.2101847,11.21,-0.0001847
Kazakhstan,2018,10.376336,10.38,0.003664
Kazakhstan,2019,9.9936588,9.99,-0.0036588
Kazakhstan,2020,9.79595097,9.8,0.00404903
Kuwait,1990,0,0,0
Kuwait,1991,0,0,0
Kuwait,1992,0,0,0
Kuwait,1993,0,0,0
Kuwait,1994,0,0,0
Kuwait,1995,0,0,0
Kuwait,1996,0,0,0
Kuwait,1997,0,0,0
Kuwait,1998,0,0,0
Kuwait,1999,0,0,0
Kuwait,2000,0,0,0
Kuwait,2001,0,0,0
Kuwait,2002,0,0,0
Kuwait,2003,0,0,0
Kuwait,2004,0,0,0
Kuwait,2005,0,0,0
Kuwait,2006,0,0,0
Kuwait,2007,0,0,0
Kuwait,2008,0,0,0
Kuwait,2009,0,0,0
Kuwait,2010,0,0,0
Kuwait,2011,0,0,0
Kuwait,2012,0,0,0
Kuwait,2013,0,0,0
Kuwait,2014,0,0,0
Kuwait,2015,0,0,0
Kuwait,2016,0,0,0
Kuwait,2017,0,0,0
Kuwait,2018,0,0,0
Kuwait,2019,0,0,0
Kuwait,2020,0,0,0
Latvia,1990,4.496,4.5,0.004
Latvia,1991,3.275,3.28,0.005
Latvia,1992,2.521,2.52,-0.001
Latvia,1993,2.876,2.88,0.004
Latvia,1994,3.305,3.31,0.005
Latvia,1995,2.937,2.94,0.003
Latvia,1996,1.86,1.86,0
Latvia,1997,2.953,2.95,-0.003
Latvia,1998,4.316,4.32,0.004
Latvia,1999,2.757,2.76,0.003
Latvia,2000,2.819,2.82,0.001
Latvia,2001,2.833,2.83,-0.003
Latvia,2002,2.464,2.46,-0.004
Latvia,2003,2.266,2.27,0.004
Latvia,2004,3.109,3.11,0.001
Latvia,2005,3.326,3.33,0.004
Latvia,2006,2.698,2.7,0.002
Latvia,2007,2.733,2.73,-0.003
Latvia,2008,3.109,3.11,0.001
Latvia,2009,3.457,3.46,0.003
Latvia,2010,3.52,3.52,0
Latvia,2011,2.887,2.89,0.003
Latvia,2012,3.7,3.71,0.01
Latvia,2013,2.912,2.91,-0.002
Latvia,2014,1.994,1.99,-0.004
Latvia,2015,1.868,1.86,-0.008
Latvia,2016,2.529,2.53,0.001
Latvia,2017,4.38062,4.38,-0.00062
Latvia,2018,2.431569,2.43,-0.001569
Latvia,2019,2.107554,2.11,0.002446
Latvia,2020,2.604,2.6,-0.004
Lithuania,1990,0.414,0.41,-0.004
Lithuania,1991,0.338,0.34,0.002
Lithuania,1992,0.311,0.31,-0.001
Lithuania,1993,0.393,0.39,-0.003
Lithuania,1994,0.452,0.45,-0.002
Lithuania,1995,0.373,0.37,-0.003
Lithuania,1996,0.326,0.33,0.004
Lithuania,1997,0.295,0.3,0.005
Lithuania,1998,0.417,0.42,0.003
Lithuania,1999,0.414,0.41,-0.004
Lithuania,2000,0.3393,0.34,0.0007
Lithuania,2001,0.3255,0.33,0.0045
Lithuania,2002,0.3532,0.35,-0.0032
Lithuania,2003,0.3251,0.32,-0.0051
Lithuania,2004,0.4205,0.42,-0.0005
Lithuania,2005,0.4507,0.45,-0.0007
Lithuania,2006,0.3971,0.4,0.0029
Lithuania,2007,0.4206,0.42,-0.0006
Lithuania,2008,0.4019,0.4,-0.0019
Lithuania,2009,0.4243,0.42,-0.0043
Lithuania,2010,0.54,0.54,0
Lithuania,2011,0.4799,0.48,9.999999999998899e-05
Lithuania,2012,0.4223,0.42,-0.0023
Lithuania,2013,0.5212,0.52,-0.0012
Lithuania,2014,0.3982,0.4,0.0018
Lithuania,2015,0.3496,0.35,0.0004
Lithuania,2016,0.4539,0.45,-0.0039
Lithuania,2017,0.6024,0.6,-0.0024
Lithuania,2018,0.45,0.43,-0.02
Lithuania,2019,0.3454,0.35,0.0046
Lithuania,2020,0.300106141,0.3,-0.000106141
Luxembourg,1990,0.07,0.07,0
Luxembourg,1991,0.084,0.08,-0.004
Luxembourg,1992,0.07,0.07,0
Luxembourg,1993,0.067,0.07,0.003
Luxembourg,1994,0.086,0.09,0.004
Luxembourg,1995,0.088,0.09,0.002
Luxembourg,1996,0.06,0.06,0
Luxembourg,1997,0.083,0.08,-0.003
Luxembourg,1998,0.115,0.12,0.005
Luxembourg,1999,0.085,0.09,0.005
Luxembourg,2000,0.123504,0.12,-0.003504
Luxembourg,2001,0.118032,0.12,0.001968
Luxembourg,2002,0.099731,0.1,0.000269
Luxembourg,2003,0.07942,0.08,0.00058
Luxembourg,2004,0.104058,0.1,-0.004058
Luxembourg,2005,0.092939,0.09,-0.002939
Luxembourg,2006,0.111312,0.11,-0.001312
Luxembourg,2007,0.116702,0.12,0.003298
Luxembourg,2008,0.132114,0.13,-0.002114
Luxembourg,2009,0.105839,0.11,0.004161
Luxembourg,2010,0.107661,0.11,0.002339
Luxembourg,2011,0.063,0.06,-0.003
Luxembourg,2012,0.098302,0.1,0.001698
Luxembourg,2013,0.119195,0.12,0.000805
Luxembourg,2014,0.107788,0.11,0.002212
Luxembourg,2015,0.099253,0.1,0.000747
Luxembourg,2016,0.115411,0.12,0.004589
Luxembourg,2017,0.085649,0.09,0.004351
Luxembourg,2018,0.092778,0.09,-0.002778
Luxembourg,2019,0.106915,0.11,0.003085
Luxembourg,2020,0.0936708,0.09,-0.0036708
Malaysia,1990,4.026689113,4.027,0.000310887
Malaysia,1991,4.449315376,4.449,-0.000315376
Malaysia,1992,4.286,4.286,0
Malaysia,1993,4.853,4.853,0
Malaysia,1994,6.483,6.483,0
Malaysia,1995,6.218,6.218,0
Malaysia,1996,5.184,5.184,0
Malaysia,1997,4.173,4.173,0
Malaysia,1998,4.457,4.457,0
Malaysia,1999,7.552,7.552,0
Malaysia,2000,6.994,7.34,0.3460000000000001
Malaysia,2001,6.066,6.37,0.30400000000000027
Malaysia,2002,5.415,5.25,-0.165
Malaysia,2003,5.09,5.69,0.6000000000000005
Malaysia,2004,5.573,5.77,0.19699999999999918
Malaysia,2005,6.007,5.14,-0.867
Malaysia,2006,6.323,6.38,0.056999999999999496
Malaysia,2007,5.957,6.43,0.47299999999999986
Malaysia,2008,7.807,7.39,-0.417
Malaysia,2009,6.89,6.89,0
Malaysia,2010,6.361,6.41,0.049
Malaysia,2011,8.056,7.55,-0.506
Malaysia,2012,9.251,8.97,-0.281
Malaysia,2013,11.7987,11.68,-0.1187
Malaysia,2014,13.388,13.4,0.012000000000000455
Malaysia,2015,13.924,15.37,1.4459999999999997
Malaysia,2016,20.024,20.15,0.12599999999999767
Malaysia,2017,26.846,26.45,-0.396
Malaysia,2018,26.325,26.03,-0.295
Malaysia,2019,25.76699369,26.73,0.9630063100000008
Malaysia,2020,20.30294754,15.8,-4.50294754
Mexico,1990,24.48094444,24.481,5.5560000003396226e-05
Mexico,1991,22.62526389,22.625,-0.00026389
Mexico,1992,26.81369444,26.814,0.00030556
Mexico,1993,26.65493056,26.655,6.944000000075334e-05
Mexico,1994,20.27131944,20.271,-0.00031944
Mexico,1995,27.59866667,27.599,0.00033333
Mexico,1996,31.33627778,31.336,-0.00027778
Mexico,1997,26.36209722,26.362,-9.72E-05
Mexico,1998,24.59294444,24.593,5.555999999984351e-05
Mexico,1999,32.71232,32.712,-0.00032
Mexico,2000,33.07488,32.8,-0.27488
Mexico,2001,28.43533,28.22,-0.21533
Mexico,2002,24.86159,24.7,-0.16159
Mexico,2003,19.852205,19.68,-0.172205
Mexico,2004,25.17639361,24.95,-0.22639361
Mexico,2005,27.70944556,27.38,-0.32944556
Mexico,2006,30.44647472,30.09,-0.35647472
Mexico,2007,27.33967417,27,-0.33967417
Mexico,2008,39.22390917,38.79,-0.43390917
Mexico,2009,26.72200556,26.45,-0.27200556
Mexico,2010,37.15799056,36.79,-0.36799056
Mexico,2011,36.27041917,35.93,-0.34041917
Mexico,2012,31.91068806,31.59,-0.32068806
Mexico,2013,28.02132194,27.72,-0.30132194
Mexico,2014,38.89276889,38.55,-0.34276889
Mexico,2015,30.89154056,30.61,-0.28154056
Mexico,2016,30.69735306,29.74,-0.95735306
Mexico,2017,31.84765583,31.74,-0.10765583
Mexico,2018,32.48555556,32.38,-0.10555556
Mexico,2019,23.60805557,23.85,0.2419444300000002
Mexico,2020,26.83687235,23.12,-3.71687235
Middle Africa,1990,10.288,10.288,0
Middle Africa,1991,9.976,9.976,0
Middle Africa,1992,10.821,10.821,0
Middle Africa,1993,10.213,10.213,0
Middle Africa,1994,9.732,9.732,0
Middle Africa,1995,10.831,10.831,0
Middle Africa,1996,10.867,10.867,0
Middle Africa,1997,10.138,10.138,0
Middle Africa,1998,9.925,9.925,0
Middle Africa,1999,10.329,10.329,0
Middle Africa,2000,11.3598,11.36,0.0002
Middle Africa,2001,11.6228,11.623,0.0002
Middle Africa,2002,11.7011,11.701,-1.00E-04
Middle Africa,2003,12.1149,12.115,9.999999999976694e-05
Middle Africa,2004,13.9772,13.977,-0.0002
Middle Africa,2005,14.4562,14.456,-0.0002
Middle Africa,2006,15.644,15.644,0
Middle Africa,2007,15.122,15.122,0
Middle Africa,2008,16.192,16.192,0
Middle Africa,2009,16.12,16.12,0
Middle Africa,2010,16.8208,16.821,0.0002
Middle Africa,2011,17.116,17.116,0
Middle Africa,2012,16.9244,16.924,-0.0004
Middle Africa,2013,19.3679,19.368,9.999999999976694e-05
Middle Africa,2014,20.4127,20.413,0.0003
Middle Africa,2015,20.7246,20.725,0.0004
Middle Africa,2016,21.4936,21.494,0.0004
Middle Africa,2017,24.62794987,24.628,5.0130000001757935e-05
Middle Africa,2018,26.80278625,26.803,0.00021375
Middle Africa,2019,29.01329545,29.013,-0.00029545
Middle Africa,2020,30.4748086,30.475,0.0001914
Middle East,1990,15.273264,15.273,-0.000264
Middle East,1991,11.009184,11.009,-0.000184
Middle East,1992,17.827066,17.827,-6.60E-05
Middle East,1993,20.046732,20.047,0.000268
Middle East,1994,16.549761,16.55,0.000239
Middle East,1995,18.652707,18.653,0.000293
Middle East,1996,18.698375,18.698,-0.000375
Middle East,1997,15.927055,15.927,-5.50E-05
Middle East,1998,17.21056,17.211,0.00044
Middle East,1999,11.80105,11.801,-5.00E-05
Middle East,2000,10.722177,7.95,-2.772177
Middle East,2001,11.617796,9.4,-2.217796
Middle East,2002,16.823881,11.68,-5.143881
Middle East,2003,18.484583,15.57,-2.914583
Middle East,2004,23.082362,16.33,-6.752362
Middle East,2005,23.918103,27.29,3.3718970000000006
Middle East,2006,28.254223,28.78,0.5257770000000015
Middle East,2007,26.705812,27.58,0.8741879999999966
Middle East,2008,13.690433,11.69,-2.000433
Middle East,2009,12.116322,12.9,0.7836780000000001
Middle East,2010,17.390324,17.64,0.2496760000000009
Middle East,2011,18.255754,19.43,1.1742460000000001
Middle East,2012,21.407371,20.96,-0.447371
Middle East,2013,23.509758,23.46,-0.049758
Middle East,2014,19.94348,19.2,-0.74348
Middle East,2015,16.767386,17.42,0.6526140000000034
Middle East,2016,20.145979,20.94,0.7940210000000008
Middle East,2017,20.614757,18.25,-2.364757
Middle East,2018,14.33352371,18.52,4.18647629
Middle East,2019,33.17831685,34.48,1.3016831499999952
Middle East,2020,25.43413911,31.27,5.835860889999999
Morocco,1990,1.22,1.22,0
Morocco,1991,1.226,1.226,0
Morocco,1992,0.964,0.964,0
Morocco,1993,0.443,0.443,0
Morocco,1994,0.84,0.84,0
Morocco,1995,0.611,0.611,0
Morocco,1996,1.957,1.957,0
Morocco,1997,2.083,2.083,0
Morocco,1998,1.777,1.777,0
Morocco,1999,0.825,0.825,0
Morocco,2000,0.718,0.71,-0.008
Morocco,2001,0.8623,0.86,-0.0023
Morocco,2002,0.842,0.84,-0.002
Morocco,2003,1.441711712,1.44,-0.001711712
Morocco,2004,1.5913,1.59,-0.0013
Morocco,2005,0.9647,0.97,0.0053
Morocco,2006,0.9825,0.99,0.0075
Morocco,2007,0.902,0.91,0.008
Morocco,2008,0.9158,0.92,0.0042
Morocco,2009,2.5683,2.54,-0.0283
Morocco,2010,3.4678,3.43,-0.0378
Morocco,2011,2.0054,1.99,-0.0154
Morocco,2012,1.631,1.62,-0.011
Morocco,2013,2.785,2.76,-0.025
Morocco,2014,1.6374,1.62,-0.0174
Morocco,2015,1.885,1.87,-0.015
Morocco,2016,1.2557,1.24,-0.0157
Morocco,2017,1.184712,1.17,-0.014712
Morocco,2018,1.693443,1.68,-0.013443
Morocco,2019,1.262781,1.64,0.37721899999999997
Morocco,2020,1.147086191,1.55,0.40291380899999996
Netherlands,1990,0.085,0.09,0.005
Netherlands,1991,0.104,0.1,-0.004
Netherlands,1992,0.12,0.12,0
Netherlands,1993,0.092,0.09,-0.002
Netherlands,1994,0.1,0.1,0
Netherlands,1995,0.088,0.09,0.002
Netherlands,1996,0.08,0.08,0
Netherlands,1997,0.092,0.09,-0.002
Netherlands,1998,0.11231,0.11,-0.00231
Netherlands,1999,0.090249,0.09,-0.000249
Netherlands,2000,0.142393,0.14,-0.002393
Netherlands,2001,0.117324,0.12,0.002676
Netherlands,2002,0.109636,0.11,0.000364
Netherlands,2003,0.072023,0.07,-0.002023
Netherlands,2004,0.095732,0.09,-0.005732
Netherlands,2005,0.088,0.09,0.002
Netherlands,2006,0.105199,0.11,0.004801
Netherlands,2007,0.107,0.11,0.003
Netherlands,2008,0.1,0.1,0
Netherlands,2009,0.097222,0.1,0.002778
Netherlands,2010,0.104167,0.1,-0.004167
Netherlands,2011,0.057,0.06,0.003
Netherlands,2012,0.104388,0.1,-0.004388
Netherlands,2013,0.114312,0.11,-0.004312
Netherlands,2014,0.111925,0.11,-0.001925
Netherlands,2015,0.093,0.09,-0.003
Netherlands,2016,0.100079,0.1,-7.90E-05
Netherlands,2017,0.060757,0.06,-0.000757
Netherlands,2018,0.072348,0.07,-0.002348
Netherlands,2019,0.074182,0.07,-0.004182
Netherlands,2020,0.046368,0.05,0.003632
New Zealand,1990,23.18530303,23.185,-0.00030303
New Zealand,1991,22.89446465,22.894,-0.00046465
New Zealand,1992,21.09266667,21.093,0.00033333
New Zealand,1993,23.49289899,23.493,0.00010101
New Zealand,1994,25.83708081,25.837,-8.08E-05
New Zealand,1995,27.53475758,27.535,0.00024242
New Zealand,1996,26.18292929,26.183,7.07099999992522e-05
New Zealand,1997,23.25816162,23.258,-0.00016162
New Zealand,1998,25.31933333,25.319,-0.00033333
New Zealand,1999,22.91953535,22.92,0.00046465
New Zealand,2000,24.4349697,24.19,-0.2449697
New Zealand,2001,21.68116162,21.46,-0.22116162
New Zealand,2002,24.87302496,24.67,-0.20302496
New Zealand,2003,23.62279654,23.38,-0.24279654
New Zealand,2004,27.24008748,26.66,-0.58008748
New Zealand,2005,23.32755525,23.09,-0.23755525
New Zealand,2006,23.57322045,23.34,-0.23322045
New Zealand,2007,23.64049908,23.4,-0.24049908
New Zealand,2008,22.34733764,22.11,-0.23733764
New Zealand,2009,24.21744122,23.98,-0.23744122
New Zealand,2010,24.72650624,24.48,-0.24650624
New Zealand,2011,25.11066724,24.86,-0.25066724
New Zealand,2012,22.89665603,22.67,-0.22665603
New Zealand,2013,23.02907294,22.8,-0.22907294
New Zealand,2014,24.31806076,24.08,-0.23806076
New Zealand,2015,24.52994288,24.28,-0.24994288
New Zealand,2016,25.92251076,25.66,-0.26251076
New Zealand,2017,24.95029084,24.93,-0.02029084
New Zealand,2018,26.29266716,26.03,-0.26266716
New Zealand,2019,25.57720264,25.33,-0.24720264
New Zealand,2020,24.22993296,23.98,-0.24993296
Non-OECD,1990,929.4240907,929.424,-9.07E-05
Non-OECD,1991,965.7477478,965.748,0.0002522
Non-OECD,1992,978.320944,978.321,5.599999997230043e-05
Non-OECD,1993,1034.305873,1034.306,0.000127
Non-OECD,1994,1092.605718,1092.606,0.000282
Non-OECD,1995,1133.76413,1133.764,-0.00013
Non-OECD,1996,1132.947499,1132.947,-0.000499
Non-OECD,1997,1154.361451,1154.361,-0.000451
Non-OECD,1998,1208.307775,1208.308,0.000225
Non-OECD,1999,1214.212722,1214.213,0.000278
Non-OECD,2000,1256.798838,1256.799,0.000162
Non-OECD,2001,1290.377092,1290.377,-9.20E-05
Non-OECD,2002,1315.28544,1315.285,-0.00044
Non-OECD,2003,1335.478715,1335.479,0.000285
Non-OECD,2004,1498.100623,1498.101,0.000377
Non-OECD,2005,1581.232174,1581.232,-0.000174
Non-OECD,2006,1668.979555,1668.98,0.000445
Non-OECD,2007,1756.178067,1756.178,-6.70E-05
Non-OECD,2008,1879.426775,1879.427,0.000225
Non-OECD,2009,1891.177211,1891.177,-0.000211
Non-OECD,2010,2037.348151,2037.348,-0.000151
Non-OECD,2011,2064.587129,2064.587,-0.000129
Non-OECD,2012,2208.144298,2208.144,-0.000298
Non-OECD,2013,2336.682851,2336.683,0.000149
Non-OECD,2014,2456.364012,2456.364,-1.20E-05
Non-OECD,2015,2462.858861,2462.859,0.000139
Non-OECD,2016,2569.509408,2569.509,-0.000408
Non-OECD,2017,2621.3889,2621.389,0.0001
Non-OECD,2018,2695.545267,2695.545,-0.000267
Non-OECD,2019,2783.676013,2783.676,-1.30E-05
Non-OECD,2020,2817.10682,2817.107,0.00018
North America,1990,612.4451818,612.445,-0.0001818
North America,1991,617.2272699,617.227,-0.0002699
North America,1992,593.4140268,593.414,-2.68E-05
North America,1993,628.119774,628.12,0.000226
North America,1994,607.4682215,607.468,-0.0002215
North America,1995,672.8782162,672.878,-0.0002162
North America,1996,733.4778323,733.478,0.0001677
North America,1997,731.0148396,731.015,0.0001604
North America,1998,677.5521434,677.552,-0.0001434
North America,1999,694.3182846,694.318,-0.0002846
North America,2000,662.5963083,674.56,11.963691699999913
North America,2001,570.1963593,581.36,11.163640699999974
North America,2002,632.3038082,643.29,10.986191799999915
North America,2003,625.9625373,637.87,11.907462699999996
North America,2004,626.1293987,640.62,14.49060129999998
North America,2005,656.0929395,669.19,13.097060499999998
North America,2006,668.8777747,682.6,13.722225299999991
North America,2007,638.0051964,651.78,13.774803599999927
North America,2008,667.7655011,683.18,15.414498899999899
North America,2009,666.9424904,681.32,14.377509600000053
North America,2010,645.8174774,662.75,16.93252259999997
North America,2011,728.0894848,744.03,15.940515199999936
North America,2012,686.2078517,704.26,18.0521483
North America,2013,686.3600421,703.98,17.61995790000003
North America,2014,677.1447275,693.99,16.845272499999965
North America,2015,659.5379254,676.92,17.38207460000001
North America,2016,679.8934409,697.4,17.506559100000004
North America,2017,723.2414871,746.22,22.978512900000055
North America,2018,707.8941131,730.52,22.625886899999955
North America,2019,688.7446455,711.25,22.505354499999953
North America,2020,700.1852032,713.85,13.664796799999976
North Macedonia,1990,0.491,0.49,-0.001
North Macedonia,1991,0.848,0.85,0.002
North Macedonia,1992,0.848,0.85,0.002
North Macedonia,1993,0.522,0.52,-0.002
North Macedonia,1994,0.695,0.69,-0.005
North Macedonia,1995,0.801,0.8,-0.001
North Macedonia,1996,0.85,0.85,0
North Macedonia,1997,0.9,0.9,0
North Macedonia,1998,1.083,1.08,-0.003
North Macedonia,1999,1.389,1.39,0.001
North Macedonia,2000,1.17,1.17,0
North Macedonia,2001,0.626,0.63,0.004
North Macedonia,2002,0.757,0.76,0.003
North Macedonia,2003,1.374,1.37,-0.004
North Macedonia,2004,1.482,1.48,-0.002
North Macedonia,2005,1.492,1.49,-0.002
North Macedonia,2006,1.65,1.65,0
North Macedonia,2007,1.01,1.01,0
North Macedonia,2008,0.84,0.84,0
North Macedonia,2009,1.27,1.27,0
North Macedonia,2010,2.431,2.43,-0.001
North Macedonia,2011,1.433,1.43,-0.003
North Macedonia,2012,1.041,1.04,-0.001
North Macedonia,2013,1.583967,1.58,-0.003967
North Macedonia,2014,1.206651,1.21,0.003349
North Macedonia,2015,1.865193,1.87,0.004807
North Macedonia,2016,1.897345,1.9,0.002655
North Macedonia,2017,1.110279,1.11,-0.000279
North Macedonia,2018,1.791368,1.79,-0.001368
North Macedonia,2019,1.163674,1.16,-0.003674
North Macedonia,2020,1.277143,1.28,0.002857
Norway,1990,121.145,121.14,-0.005
Norway,1991,110.134,110.13,-0.004
Norway,1992,116.671,116.67,-0.001
Norway,1993,119.233,119.23,-0.003
Norway,1994,111.643,111.64,-0.003
Norway,1995,121.53,121.53,0
Norway,1996,103.862,103.86,-0.002
Norway,1997,109.775,109.78,0.005
Norway,1998,115.703,115.7,-0.003
Norway,1999,121.452,121.45,-0.002
Norway,2000,141.818,141.82,0.002
Norway,2001,120.463,120.46,-0.003
Norway,2002,129.372,129.37,-0.002
Norway,2003,105.48,105.48,0
Norway,2004,108.781,108.78,-0.001
Norway,2005,135.688,135.69,0.002
Norway,2006,119.369,119.37,0.001
Norway,2007,133.656,133.66,0.004
Norway,2008,139.044,139.04,-0.004
Norway,2009,125.283,125.28,-0.003
Norway,2010,116.75,116.74,-0.01
Norway,2011,120.291,120.28,-0.011
Norway,2012,141.738,141.72,-0.018
Norway,2013,128.154,128.14,-0.014
Norway,2014,135.439,135.47,0.031
Norway,2015,137.302,137.3,-0.002
Norway,2016,142.418,142.81,0.3919999999999959
Norway,2017,141.955,142.37,0.41499999999999204
Norway,2018,138.991268,138.8,-0.191268
Norway,2019,125.146,125.52,0.3739999999999952
Norway,2020,140.9722937,140.93,-0.0422937
OECD,1990,1229.482165,1229.482,-0.000165
OECD,1991,1243.662656,1243.663,0.000344
OECD,1992,1230.753311,1230.753,-0.000311
OECD,1993,1306.938918,1306.939,8.200000002034358e-05
OECD,1994,1264.276107,1264.276,-0.000107
OECD,1995,1351.869281,1351.869,-0.000281
OECD,1996,1387.551495,1387.551,-0.000495
OECD,1997,1411.773919,1411.774,8.09999999091815e-05
OECD,1998,1378.63424,1378.634,-0.00024
OECD,1999,1391.463743,1391.464,0.000257
OECD,2000,1395.163701,1393.95,-1.213701
OECD,2001,1293.511173,1296.86,3.348826999999801
OECD,2002,1316.561957,1313.82,-2.741957
OECD,2003,1292.12572,1292.32,0.19427999999993517
OECD,2004,1322.644606,1327.82,5.175393999999869
OECD,2005,1335.20405,1334.1,-1.10405
OECD,2006,1358.698915,1357.33,-1.368915
OECD,2007,1323.157907,1323.31,0.15209299999992254
OECD,2008,1377.962572,1377.72,-0.242572
OECD,2009,1361.321192,1365.91,4.588807999999972
OECD,2010,1398.42175,1392.97,-5.45175
OECD,2011,1436.503813,1435.58,-0.923813
OECD,2012,1441.667091,1437.35,-4.317091
OECD,2013,1459.247131,1463.51,4.262869
OECD,2014,1437.87573,1445.76,7.884270000000015
OECD,2015,1422.153478,1428.67,6.516522000000123
OECD,2016,1449.162183,1454.39,5.2278170000001865
OECD,2017,1445.329375,1459.73,14.400624999999991
OECD,2018,1481.142229,1483.28,2.1377709999999297
OECD,2019,1444.207267,1457.61,13.402732999999898
OECD,2020,1479.695225,1498.3,18.604775000000018
Oman,1990,0,0,0
Oman,1991,0,0,0
Oman,1992,0,0,0
Oman,1993,0,0,0
Oman,1994,0,0,0
Oman,1995,0,0,0
Oman,1996,0,0,0
Oman,1997,0,0,0
Oman,1998,0,0,0
Oman,1999,0,0,0
Oman,2000,0,0,0
Oman,2001,0,0,0
Oman,2002,0,0,0
Oman,2003,0,0,0
Oman,2004,0,0,0
Oman,2005,0,0,0
Oman,2006,0,0,0
Oman,2007,0,0,0
Oman,2008,0,0,0
Oman,2009,0,0,0
Oman,2010,0,0,0
Oman,2011,0,0,0
Oman,2012,0,0,0
Oman,2013,0,0,0
Oman,2014,0,0,0
Oman,2015,0,0,0
Oman,2016,0,0,0
Oman,2017,0,0,0
Oman,2018,0,0,0
Oman,2019,0,0,0
Oman,2020,0,0,0
Pakistan,1990,17.0854004,17.085,-0.0004004
Pakistan,1991,18.2830578,18.283,-5.78E-05
Pakistan,1992,19.9447522,19.945,0.0002478
Pakistan,1993,21.9334822,21.933,-0.0004822
Pakistan,1994,21.5268974,21.527,0.0001026
Pakistan,1995,22.7466518,22.747,0.0003482
Pakistan,1996,24.7972534,24.797,-0.0002534
Pakistan,1997,18.4465756,18.447,0.0004244
Pakistan,1998,24.107827,24.108,0.000173
Pakistan,1999,21.5048004,21.505,0.0001996
Pakistan,2000,17.5582762,17.02,-0.5382762
Pakistan,2001,18.2918966,18.75,0.45810339999999883
Pakistan,2002,20.417628,22.13,1.7123719999999985
Pakistan,2003,24.5975,26.67,2.0725000000000016
Pakistan,2004,26.216,25.41,-0.806
Pakistan,2005,30.69963544,30.55,-0.14963544
Pakistan,2006,30.25088071,31.63,1.3791192899999984
Pakistan,2007,31.67873575,28.42,-3.25873575
Pakistan,2008,27.33906415,27.51,0.1709358500000029
Pakistan,2009,28.74574266,27.81,-0.93574266
Pakistan,2010,29.8099818,31.49,1.6800181999999992
Pakistan,2011,30.59441939,28.23,-2.36441939
Pakistan,2012,10.74654008,29.56,18.81345992
Pakistan,2013,31.48588433,31.55,0.06411567
Pakistan,2014,32.37630556,32.15,-0.22630556
Pakistan,2015,32.77947065,34.29,1.5105293499999988
Pakistan,2016,34.57764217,31.86,-2.71764217
Pakistan,2017,30.20406701,27.65,-2.55406701
Pakistan,2018,29.4798025,37.01,7.530197499999996
Pakistan,2019,36.30380342,35.28,-1.02380342
Pakistan,2020,40.28748438,37.38,-2.90748438
Peru,1990,10.469,10.469,0
Peru,1991,11.492,11.492,0
Peru,1992,9.689,9.689,0
Peru,1993,11.799,11.799,0
Peru,1994,12.747,12.747,0
Peru,1995,12.9376,12.938,0.0004
Peru,1996,13.3236,13.324,0.0004
Peru,1997,13.2145,13.214,-0.0005
Peru,1998,13.8083,13.808,-0.0003
Peru,1999,14.5406,14.541,0.0004
Peru,2000,16.1761,16.01,-0.1661
Peru,2001,17.6148,17.43,-0.1848
Peru,2002,18.0401,17.86,-0.1801
Peru,2003,18.5337,18.35,-0.1837
Peru,2004,17.5253,17.35,-0.1753
Peru,2005,17.977,17.9,-0.077
Peru,2006,19.5943,19.51,-0.0843
Peru,2007,19.5488,19.35,-0.1988
Peru,2008,19.0596,18.96,-0.0996
Peru,2009,19.9038,19.42,-0.4838
Peru,2010,20.0521,19.84,-0.2121
Peru,2011,21.5573,21.37,-0.1873
Peru,2012,22.0319,21.14,-0.8919
Peru,2013,22.3196,22.09,-0.2296
Peru,2014,22.2107,21.98,-0.2307
Peru,2015,23.68706283,23.47,-0.21706283
Peru,2016,23.826156,23.92,0.093844
Peru,2017,29.0745135,28.77,-0.3045135
Peru,2018,30.737,30.41,-0.327
Peru,2019,31.462,31.26,-0.202
Peru,2020,30.507,29.04,-1.467
Philippines,1990,6.062,6.062,0
Philippines,1991,5.145,5.145,0
Philippines,1992,4.44,4.44,0
Philippines,1993,5.03,5.03,0
Philippines,1994,5.862,5.862,0
Philippines,1995,6.232,6.232,0
Philippines,1996,7.03,7.03,0
Philippines,1997,6.069,6.069,0
Philippines,1998,5.066,5.066,0
Philippines,1999,7.84,7.84,0
Philippines,2000,7.799,7.72,-0.079
Philippines,2001,7.104,7.03,-0.074
Philippines,2002,7.032973,6.96,-0.072973
Philippines,2003,7.86982,7.79,-0.07982
